test_number,image_size,split_layer,accuracy,top_1_accuracy,top_5_accuracy,precision,recall,BLEU,total_time,head_time,network_time,tail_time,nw_payload,nw_speed
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,2.2534210081072525,0.0234091531444575,2.0184433000827946,0.2115685548800002,129724.38,1.0
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.871260067331023,0.0235681500285864,1.6363095625024175,0.2113823548000186,129724.38,3.0
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.8263460366014623,0.0235449942824197,1.590203910729035,0.2125971315900074,129724.38,5.0
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.8093267608887984,0.0227237518993206,1.5730115936994753,0.2135914152900022,129724.38,7.0
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.7952910497505217,0.0232772940612628,1.5594094977692703,0.2126042579199884,129724.38,10.0
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.7809048526373226,0.0228684940777019,1.5445725169496292,0.2134638416099915,129724.38,15.0
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.7700268636044347,0.02354410299391,1.5317510360105235,0.2147317246000011,129724.38,20.0
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.767692950562341,0.0233771742059616,1.5290731792263887,0.2152425971299908,129724.38,30.0
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.7620898725220469,0.02278388670703868,1.5265760929350245,0.2127298928799837,129724.38,50.0
